student_id,exam_type,grade,sub_segment,vle_total_clicks,avg_focus_duration_mins,phone_distraction_10min_count,parent_report_open_rate,assessment_avg_score,late_submission_ratio,anxiety_survey_score,night_study_ratio,churn_90d
STU_10240,YKS_TYT_AYT,11,Başlayamayan,180,7.4,2,0.31,55.4,0.93,5.1,0.65,1
STU_10241,YKS_TYT_AYT,12,Başlayamayan,99,11.3,1,0.49,57.8,0.88,4.6,0.39,1
STU_10242,YKS_TYT_AYT,Mezun,Telefonla Dağılan,396,22.5,5,0.46,63.0,0.27,3.4,0.5,0
STU_10243,LGS,8,Kaygıyla Erteleyen,352,15.8,1,0.55,54.4,0.63,8.2,0.31,0
STU_10244,LGS,8,Telefonla Dağılan,546,28.2,7,0.53,58.7,0.24,3.3,0.67,0
STU_10245,YKS_TYT_AYT,11,Geceye Kayan,548,38.7,0,0.7,86.1,0.23,4.0,0.66,0
STU_10246,YKS_TYT_AYT,Mezun,Telefonla Dağılan,575,35.5,7,0.42,56.8,0.76,6.4,0.47,0
STU_10247,YKS_TYT_AYT,Mezun,Başlayamayan,85,3.5,1,0.55,57.8,0.73,6.0,0.25,0
STU_10248,YKS_TYT_AYT,11,Geceye Kayan,500,33.0,2,0.82,65.5,0.08,6.1,0.9,1
STU_10249,YKS_TYT_AYT,12,Yarıda Bırakan,216,18.2,1,0.73,61.6,0.57,3.0,0.27,1
STU_10250,LGS,8,Yarıda Bırakan,243,16.2,2,0.75,45.3,0.58,4.3,0.14,0
STU_10251,LGS,8,Telefonla Dağılan,707,27.0,8,0.39,70.7,0.52,6.4,0.58,0
STU_10252,YKS_TYT_AYT,Mezun,Yarıda Bırakan,275,24.3,4,0.28,53.8,0.43,7.3,0.47,1
STU_10253,LGS,8,Başlayamayan,59,16.5,4,0.31,58.0,0.93,10.0,0.2,1
STU_10254,LGS,8,Başlayamayan,116,11.1,0,0.12,52.5,0.73,6.8,0.26,1
STU_10255,YKS_TYT_AYT,12,Yarıda Bırakan,269,15.4,2,0.48,47.4,0.67,6.4,0.33,1
STU_10256,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,264,31.8,4,0.77,69.0,0.94,6.8,0.19,0
STU_10257,YKS_TYT_AYT,12,Telefonla Dağılan,640,24.4,4,0.63,70.4,0.7,3.5,0.46,0
STU_10258,YKS_TYT_AYT,Mezun,Geceye Kayan,585,30.2,2,0.53,72.2,0.84,4.5,0.66,0
STU_10259,LGS,8,Yarıda Bırakan,237,17.5,1,0.58,55.4,0.66,4.6,0.3,1
STU_10260,YKS_TYT_AYT,12,Yarıda Bırakan,253,17.4,8,0.65,61.2,0.57,3.8,0.42,0
STU_10261,YKS_TYT_AYT,11,Başlayamayan,93,8.1,2,0.12,39.0,0.67,7.0,0.23,0
STU_10262,LGS,8,Başlayamayan,104,8.4,1,0.49,60.5,0.63,3.6,0.12,1
STU_10263,YKS_TYT_AYT,Mezun,Yarıda Bırakan,243,10.5,2,0.43,63.6,0.34,4.0,0.3,1
STU_10264,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,359,29.8,4,0.96,82.1,0.79,8.7,0.3,1
STU_10265,YKS_TYT_AYT,Mezun,Geceye Kayan,683,36.1,5,0.55,73.4,0.23,5.8,0.74,0
STU_10266,YKS_TYT_AYT,11,Geceye Kayan,756,38.0,3,0.11,65.9,0.38,6.3,0.42,0
STU_10267,YKS_TYT_AYT,12,Yarıda Bırakan,290,24.0,2,0.53,54.9,0.26,3.7,0.35,0
STU_10268,LGS,8,Geceye Kayan,858,23.0,0,0.81,64.7,0.1,4.9,0.59,0
STU_10269,LGS,8,Yarıda Bırakan,189,13.4,4,0.25,84.0,0.53,4.2,0.48,0
STU_10270,YKS_TYT_AYT,11,Başlayamayan,112,17.5,1,0.2,56.7,0.63,6.6,0.18,1
STU_10271,YKS_TYT_AYT,12,Kaygıyla Erteleyen,202,15.1,2,0.55,78.3,0.91,8.2,0.24,0
STU_10272,YKS_TYT_AYT,12,Telefonla Dağılan,327,26.6,5,0.19,39.5,0.66,3.7,0.35,0
STU_10273,YKS_TYT_AYT,11,Başlayamayan,174,9.2,0,0.22,28.5,0.51,10.0,0.55,1
STU_10274,YKS_TYT_AYT,11,Yarıda Bırakan,165,9.5,4,0.37,65.9,0.73,6.2,0.45,1
STU_10275,YKS_TYT_AYT,11,Yarıda Bırakan,307,21.3,4,0.41,48.8,0.7,6.1,0.77,0
STU_10276,YKS_TYT_AYT,Mezun,Telefonla Dağılan,516,27.4,10,0.53,74.3,0.27,3.2,0.85,0
STU_10277,YKS_TYT_AYT,12,Yarıda Bırakan,278,17.7,0,0.41,53.0,0.42,7.0,0.09,0
STU_10278,YKS_TYT_AYT,Mezun,Geceye Kayan,657,35.3,3,0.46,65.2,0.24,4.9,0.77,0
STU_10279,YKS_TYT_AYT,12,Başlayamayan,88,3.0,1,0.16,56.1,0.78,5.9,0.31,0
STU_10280,YKS_TYT_AYT,12,Yarıda Bırakan,274,18.6,4,0.09,64.6,0.29,4.1,0.24,0
STU_10281,LGS,8,Telefonla Dağılan,515,14.5,13,0.77,67.3,0.31,5.7,0.57,1
STU_10282,LGS,8,Telefonla Dağılan,653,19.5,6,0.21,73.5,0.43,3.3,0.53,1
STU_10283,LGS,8,Yarıda Bırakan,378,21.8,3,0.62,49.6,0.5,6.4,0.14,1
STU_10284,YKS_TYT_AYT,11,Telefonla Dağılan,493,23.2,7,0.44,63.4,0.14,4.9,0.51,0
STU_10285,LGS,8,Kaygıyla Erteleyen,300,22.7,2,0.86,57.0,0.67,8.8,0.58,0
STU_10286,YKS_TYT_AYT,12,Geceye Kayan,629,43.1,3,0.86,78.4,0.32,6.1,0.93,0
STU_10287,YKS_TYT_AYT,12,Kaygıyla Erteleyen,248,31.9,2,0.87,88.0,0.88,7.9,0.2,0
STU_10288,LGS,8,Kaygıyla Erteleyen,245,29.3,1,0.8,100.0,0.92,8.3,0.7,0
STU_10289,YKS_TYT_AYT,11,Telefonla Dağılan,335,22.1,5,0.6,65.0,0.51,3.8,0.43,0
STU_10290,LGS,8,Kaygıyla Erteleyen,421,37.1,0,0.71,67.4,0.77,9.3,0.15,1
STU_10291,LGS,8,Yarıda Bırakan,204,10.8,2,0.31,40.1,0.81,4.3,0.56,1
STU_10292,YKS_TYT_AYT,11,Yarıda Bırakan,227,14.7,0,0.55,51.0,0.73,4.8,0.05,0
STU_10293,LGS,8,Yarıda Bırakan,216,18.0,4,0.38,50.3,0.54,5.7,0.57,1
STU_10294,LGS,8,Yarıda Bırakan,151,18.7,4,0.2,60.6,0.35,4.3,0.22,1
STU_10295,YKS_TYT_AYT,11,Yarıda Bırakan,240,18.2,2,0.47,63.2,0.64,6.3,0.1,0
STU_10296,YKS_TYT_AYT,11,Geceye Kayan,673,24.6,4,0.9,66.6,0.19,4.4,0.98,0
STU_10297,LGS,8,Yarıda Bırakan,186,15.2,3,0.3,52.2,0.68,1.7,0.09,0
STU_10298,YKS_TYT_AYT,12,Başlayamayan,96,15.7,2,0.36,52.5,0.81,7.3,0.42,1
STU_10299,LGS,8,Telefonla Dağılan,625,28.1,13,0.64,73.1,0.38,4.9,0.56,0
STU_10300,LGS,8,Başlayamayan,123,18.0,0,0.27,51.3,0.61,4.7,0.43,1
STU_10301,YKS_TYT_AYT,11,Başlayamayan,112,7.9,1,0.28,38.9,0.79,5.4,0.11,1
STU_10302,YKS_TYT_AYT,12,Başlayamayan,94,12.9,5,0.19,44.9,0.8,7.3,0.33,1
STU_10303,YKS_TYT_AYT,12,Yarıda Bırakan,222,25.1,5,0.38,36.7,0.44,5.8,0.48,1
STU_10304,YKS_TYT_AYT,11,Yarıda Bırakan,290,16.9,4,0.58,45.8,0.83,6.9,0.52,0
STU_10305,YKS_TYT_AYT,12,Kaygıyla Erteleyen,365,39.6,2,0.77,59.2,0.96,7.9,0.51,0
STU_10306,YKS_TYT_AYT,12,Telefonla Dağılan,542,20.0,6,0.38,43.5,0.73,4.2,0.42,0
STU_10307,LGS,8,Yarıda Bırakan,198,14.2,2,0.4,57.4,0.35,7.2,0.08,1
STU_10308,YKS_TYT_AYT,11,Yarıda Bırakan,325,23.8,1,0.43,56.5,0.24,4.4,0.29,1
STU_10309,LGS,8,Yarıda Bırakan,220,18.3,3,0.84,53.4,0.52,4.0,0.3,0
STU_10310,YKS_TYT_AYT,12,Kaygıyla Erteleyen,339,14.1,3,0.72,100.0,0.55,7.9,0.16,0
STU_10311,LGS,8,Başlayamayan,76,6.3,0,0.61,33.1,0.72,7.0,0.57,0
STU_10312,LGS,8,Başlayamayan,112,10.7,2,0.29,29.9,0.32,6.9,0.21,0
STU_10313,YKS_TYT_AYT,12,Kaygıyla Erteleyen,233,31.7,2,0.91,77.8,0.39,10.0,0.1,0
STU_10314,YKS_TYT_AYT,12,Telefonla Dağılan,694,20.1,5,0.37,55.0,0.55,4.9,0.37,1
STU_10315,YKS_TYT_AYT,12,Başlayamayan,166,12.2,2,0.43,54.1,0.61,8.0,0.13,0
STU_10316,LGS,8,Yarıda Bırakan,233,19.9,4,0.41,55.8,0.07,4.5,0.69,1
STU_10317,LGS,8,Geceye Kayan,518,40.0,2,0.85,66.3,0.12,6.7,0.55,0
STU_10318,LGS,8,Kaygıyla Erteleyen,307,28.1,3,0.77,70.7,0.65,9.1,0.38,1
STU_10319,LGS,8,Telefonla Dağılan,810,30.3,5,0.79,68.3,0.48,3.6,0.25,1
STU_10320,YKS_TYT_AYT,12,Telefonla Dağılan,501,18.4,8,0.41,56.6,0.54,6.6,0.6,1
STU_10321,YKS_TYT_AYT,12,Telefonla Dağılan,528,29.3,11,0.83,62.3,0.33,5.2,0.59,1
STU_10322,YKS_TYT_AYT,Mezun,Geceye Kayan,769,35.9,8,0.3,76.6,0.29,5.9,0.97,0
STU_10323,LGS,8,Geceye Kayan,527,43.2,3,0.38,61.7,0.16,7.3,0.76,1
STU_10324,YKS_TYT_AYT,Mezun,Başlayamayan,107,11.5,4,0.25,59.8,0.6,7.3,0.44,0
STU_10325,YKS_TYT_AYT,12,Kaygıyla Erteleyen,334,40.4,0,0.97,57.3,0.65,9.1,0.44,0
STU_10326,YKS_TYT_AYT,11,Başlayamayan,201,11.6,0,0.41,51.9,0.7,6.8,0.16,1
STU_10327,YKS_TYT_AYT,12,Başlayamayan,119,13.7,1,0.3,43.6,0.74,7.9,0.17,0
STU_10328,LGS,8,Telefonla Dağılan,632,27.7,5,0.29,71.3,0.36,4.3,0.4,1
STU_10329,LGS,8,Yarıda Bırakan,265,14.2,2,0.58,57.7,0.86,3.9,0.57,0
STU_10330,LGS,8,Geceye Kayan,400,27.3,5,0.53,76.4,0.17,6.9,0.9,0
STU_10331,YKS_TYT_AYT,Mezun,Başlayamayan,109,10.1,2,0.05,36.5,0.73,6.9,0.67,0
STU_10332,LGS,8,Telefonla Dağılan,543,23.8,9,0.49,58.0,0.41,8.2,0.77,0
STU_10333,LGS,8,Geceye Kayan,790,42.3,4,0.48,71.6,0.56,3.5,0.78,0
STU_10334,LGS,8,Geceye Kayan,785,31.7,3,0.47,77.2,0.48,6.4,0.71,0
STU_10335,LGS,8,Başlayamayan,215,8.9,2,0.23,28.3,0.5,6.5,0.27,1
STU_10336,YKS_TYT_AYT,12,Yarıda Bırakan,185,16.9,4,0.62,57.1,0.57,5.2,0.3,0
STU_10337,YKS_TYT_AYT,12,Telefonla Dağılan,438,25.5,5,0.56,37.5,0.77,4.1,0.63,1
STU_10338,YKS_TYT_AYT,11,Başlayamayan,132,12.6,2,0.06,59.7,0.84,6.1,0.24,1
STU_10339,LGS,8,Geceye Kayan,464,30.0,3,0.52,69.0,0.43,3.9,0.83,1
STU_10340,YKS_TYT_AYT,Mezun,Geceye Kayan,631,45.4,5,0.89,78.8,0.14,4.9,0.76,0
STU_10341,YKS_TYT_AYT,11,Başlayamayan,57,14.9,2,0.18,54.6,0.75,5.0,0.15,0
STU_10342,LGS,8,Başlayamayan,118,13.9,3,0.24,43.2,0.33,5.9,0.29,1
STU_10343,YKS_TYT_AYT,12,Başlayamayan,117,16.9,1,0.22,53.6,0.52,7.8,0.09,0
STU_10344,LGS,8,Geceye Kayan,570,25.4,6,0.66,60.9,0.41,5.5,0.84,0
STU_10345,YKS_TYT_AYT,12,Başlayamayan,99,9.8,4,0.59,32.1,0.86,6.0,0.32,1
STU_10346,YKS_TYT_AYT,11,Yarıda Bırakan,293,17.5,5,0.31,45.9,0.63,1.8,0.33,0
STU_10347,LGS,8,Yarıda Bırakan,264,14.6,4,0.68,50.5,0.14,2.2,0.59,1
STU_10348,LGS,8,Telefonla Dağılan,467,5.4,2,0.62,40.9,0.23,4.5,0.7,0
STU_10349,YKS_TYT_AYT,12,Başlayamayan,88,9.1,2,0.09,46.6,0.74,7.7,0.47,1
STU_10350,YKS_TYT_AYT,11,Yarıda Bırakan,206,15.4,1,0.44,63.6,0.53,3.1,0.44,0
STU_10351,YKS_TYT_AYT,12,Geceye Kayan,408,33.1,3,0.35,86.7,0.37,6.4,0.83,0
STU_10352,YKS_TYT_AYT,11,Geceye Kayan,828,35.8,4,0.46,69.9,0.16,6.1,0.65,1
STU_10353,LGS,8,Kaygıyla Erteleyen,346,41.6,0,0.9,49.3,0.8,10.0,0.23,0
STU_10354,LGS,8,Başlayamayan,273,8.9,1,0.16,47.2,0.81,8.8,0.42,1
STU_10355,YKS_TYT_AYT,11,Yarıda Bırakan,235,27.2,5,0.33,47.9,0.17,5.2,0.62,1
STU_10356,LGS,8,Telefonla Dağılan,566,18.7,6,0.49,58.9,0.69,4.9,0.68,1
STU_10357,YKS_TYT_AYT,12,Yarıda Bırakan,150,20.3,1,0.25,68.0,0.5,6.4,0.56,1
STU_10358,YKS_TYT_AYT,Mezun,Geceye Kayan,425,10.1,3,0.62,66.3,0.57,7.8,0.72,0
STU_10359,YKS_TYT_AYT,Mezun,Telefonla Dağılan,350,12.4,2,0.62,46.2,0.06,5.4,0.69,1
STU_10360,LGS,8,Başlayamayan,31,8.6,1,0.38,46.6,0.68,6.7,0.38,1
STU_10361,YKS_TYT_AYT,11,Geceye Kayan,566,26.3,2,0.34,87.6,0.04,3.5,0.59,1
STU_10362,YKS_TYT_AYT,12,Geceye Kayan,785,27.4,2,0.67,70.8,0.13,4.5,0.83,0
STU_10363,YKS_TYT_AYT,12,Başlayamayan,92,14.3,3,0.38,33.8,0.78,7.2,0.63,1
STU_10364,YKS_TYT_AYT,12,Telefonla Dağılan,290,25.4,4,0.46,71.5,0.23,5.7,0.48,0
STU_10365,LGS,8,Yarıda Bırakan,354,22.4,1,0.5,47.3,0.52,5.0,0.46,0
STU_10366,YKS_TYT_AYT,12,Yarıda Bırakan,212,22.6,1,0.52,58.2,0.52,4.3,0.19,1
STU_10367,YKS_TYT_AYT,Mezun,Başlayamayan,134,4.6,3,0.5,40.3,0.86,8.2,0.45,1
STU_10368,LGS,8,Telefonla Dağılan,333,25.8,10,0.78,64.4,0.22,5.7,0.36,0
STU_10369,LGS,8,Geceye Kayan,566,28.1,5,0.51,79.4,0.32,5.2,0.91,0
STU_10370,LGS,8,Telefonla Dağılan,686,23.2,3,0.64,62.9,0.65,3.0,0.31,1
STU_10371,LGS,8,Başlayamayan,84,11.1,1,0.21,58.0,0.91,5.6,0.23,0
STU_10372,LGS,8,Telefonla Dağılan,451,21.6,10,0.8,58.7,0.13,3.5,0.7,1
STU_10373,YKS_TYT_AYT,Mezun,Yarıda Bırakan,253,14.2,4,0.49,53.7,0.61,5.4,0.28,0
STU_10374,LGS,8,Kaygıyla Erteleyen,490,28.0,1,0.92,97.6,0.88,9.0,0.08,1
STU_10375,LGS,8,Yarıda Bırakan,194,15.2,2,0.38,65.3,0.72,5.9,0.74,0
STU_10376,YKS_TYT_AYT,11,Başlayamayan,111,13.6,2,0.31,55.5,0.94,6.5,0.57,1
STU_10377,LGS,8,Başlayamayan,191,16.8,0,0.3,43.2,0.66,9.0,0.33,0
STU_10378,YKS_TYT_AYT,12,Kaygıyla Erteleyen,421,25.9,4,0.85,81.6,0.81,9.6,0.26,1
STU_10379,LGS,8,Yarıda Bırakan,211,24.1,3,0.36,55.7,0.87,6.4,0.36,0
STU_10380,LGS,8,Kaygıyla Erteleyen,257,34.2,0,0.79,74.5,0.82,7.2,0.35,1
STU_10381,YKS_TYT_AYT,11,Başlayamayan,143,8.8,2,0.33,50.3,0.79,5.3,0.24,0
STU_10382,YKS_TYT_AYT,12,Yarıda Bırakan,266,30.4,1,0.34,67.2,0.68,6.3,0.38,1
STU_10383,YKS_TYT_AYT,12,Yarıda Bırakan,203,17.5,2,0.46,67.8,0.66,3.6,0.45,1
STU_10384,YKS_TYT_AYT,11,Geceye Kayan,504,32.8,6,0.6,71.6,0.24,4.9,0.75,0
STU_10385,YKS_TYT_AYT,12,Geceye Kayan,503,45.3,5,0.47,76.5,0.24,6.5,0.67,0
STU_10386,LGS,8,Başlayamayan,84,12.1,3,0.19,37.0,0.51,4.9,0.48,0
STU_10387,LGS,8,Yarıda Bırakan,354,23.7,3,0.49,51.6,0.61,4.9,0.31,0
STU_10388,YKS_TYT_AYT,12,Başlayamayan,197,17.7,0,0.17,62.5,0.41,7.5,0.26,1
STU_10389,YKS_TYT_AYT,11,Telefonla Dağılan,417,23.9,4,0.5,41.5,0.37,3.8,0.23,1
STU_10390,YKS_TYT_AYT,11,Yarıda Bırakan,385,13.7,2,0.55,47.0,0.95,6.7,0.68,1
STU_10391,LGS,8,Geceye Kayan,595,30.2,3,0.39,72.3,0.41,8.4,0.68,0
STU_10392,LGS,8,Geceye Kayan,569,41.4,4,0.73,71.6,0.18,4.3,0.84,0
STU_10393,YKS_TYT_AYT,12,Yarıda Bırakan,241,21.8,5,0.16,63.7,0.61,3.8,0.51,1
STU_10394,LGS,8,Telefonla Dağılan,536,21.6,7,0.34,45.7,0.46,5.8,0.42,1
STU_10395,YKS_TYT_AYT,11,Geceye Kayan,534,36.4,1,0.89,82.4,0.72,7.3,0.81,0
STU_10396,YKS_TYT_AYT,12,Kaygıyla Erteleyen,310,33.4,5,0.92,61.2,0.81,10.0,0.38,0
STU_10397,YKS_TYT_AYT,12,Başlayamayan,79,15.0,2,0.6,38.1,0.44,7.3,0.21,0
STU_10398,YKS_TYT_AYT,12,Yarıda Bırakan,150,20.5,5,0.66,45.6,0.52,4.0,0.16,1
STU_10399,YKS_TYT_AYT,Mezun,Yarıda Bırakan,213,20.7,5,0.48,55.6,0.82,4.6,0.4,1
STU_10400,LGS,8,Yarıda Bırakan,155,16.5,2,0.06,57.3,0.37,4.5,0.07,1
STU_10401,YKS_TYT_AYT,12,Başlayamayan,90,5.9,1,0.26,19.6,0.66,7.3,0.14,1
STU_10402,YKS_TYT_AYT,Mezun,Başlayamayan,133,16.1,3,0.07,45.9,0.64,5.3,0.2,0
STU_10403,YKS_TYT_AYT,11,Telefonla Dağılan,466,27.8,5,0.51,72.3,0.17,3.5,0.35,1
STU_10404,LGS,8,Yarıda Bırakan,318,25.0,0,0.68,50.9,0.58,6.5,0.55,0
STU_10405,YKS_TYT_AYT,11,Başlayamayan,78,11.4,2,0.25,48.2,0.45,7.0,0.38,1
STU_10406,LGS,8,Yarıda Bırakan,250,20.0,2,0.35,75.8,0.57,4.4,0.06,1
STU_10407,LGS,8,Kaygıyla Erteleyen,451,30.9,2,0.47,47.6,0.93,9.1,0.6,1
STU_10408,YKS_TYT_AYT,12,Kaygıyla Erteleyen,341,22.3,1,0.54,54.0,0.73,7.3,0.15,0
STU_10409,LGS,8,Telefonla Dağılan,409,16.7,7,0.2,61.0,0.7,5.1,0.48,0
STU_10410,LGS,8,Yarıda Bırakan,310,29.2,1,0.46,56.3,0.29,4.3,0.38,1
STU_10411,YKS_TYT_AYT,12,Geceye Kayan,455,46.5,5,0.59,68.4,0.14,5.8,0.85,0
STU_10412,YKS_TYT_AYT,11,Başlayamayan,199,12.8,3,0.07,44.6,0.38,6.9,0.62,0
STU_10413,YKS_TYT_AYT,11,Başlayamayan,115,13.0,0,0.31,42.1,0.65,8.5,0.32,1
STU_10414,YKS_TYT_AYT,12,Yarıda Bırakan,285,11.1,2,0.49,51.1,0.54,6.3,0.3,1
STU_10415,YKS_TYT_AYT,12,Başlayamayan,130,8.5,3,0.16,43.9,0.79,5.9,0.47,1
STU_10416,LGS,8,Yarıda Bırakan,261,16.5,4,0.28,59.6,0.75,5.1,0.31,0
STU_10417,LGS,8,Geceye Kayan,534,36.7,2,0.78,60.0,0.15,2.7,0.6,1
STU_10418,YKS_TYT_AYT,11,Telefonla Dağılan,522,30.3,8,0.55,60.9,0.49,4.2,0.52,0
STU_10419,YKS_TYT_AYT,12,Yarıda Bırakan,178,22.1,6,0.63,56.8,0.47,2.7,0.47,0
STU_10420,YKS_TYT_AYT,11,Geceye Kayan,408,44.9,1,0.77,76.2,0.39,5.7,0.58,0
STU_10421,YKS_TYT_AYT,11,Başlayamayan,102,13.3,1,0.29,69.2,0.87,7.2,0.34,0
STU_10422,LGS,8,Başlayamayan,86,9.6,2,0.47,39.9,0.82,4.4,0.08,1
STU_10423,YKS_TYT_AYT,11,Telefonla Dağılan,482,19.8,7,0.76,72.1,0.79,5.1,0.5,1
STU_10424,LGS,8,Telefonla Dağılan,521,20.7,2,0.8,68.2,0.54,4.7,0.66,0
STU_10425,YKS_TYT_AYT,12,Başlayamayan,170,16.3,2,0.14,34.1,0.87,7.1,0.1,1
STU_10426,YKS_TYT_AYT,11,Yarıda Bırakan,261,13.3,0,0.23,56.3,0.47,4.8,0.5,0
STU_10427,YKS_TYT_AYT,12,Telefonla Dağılan,614,27.4,5,0.74,58.8,0.2,3.2,0.73,1
STU_10428,LGS,8,Telefonla Dağılan,455,24.9,6,0.57,55.5,0.24,5.4,0.42,0
STU_10429,LGS,8,Telefonla Dağılan,448,29.8,5,0.63,64.6,0.52,3.9,0.61,0
STU_10430,LGS,8,Yarıda Bırakan,242,15.4,4,0.33,62.0,0.42,5.0,0.17,0
STU_10431,YKS_TYT_AYT,11,Başlayamayan,111,13.6,3,0.51,54.2,0.87,4.9,0.3,0
STU_10432,YKS_TYT_AYT,12,Yarıda Bırakan,212,10.7,1,0.67,51.6,0.24,6.6,0.3,1
STU_10433,LGS,8,Başlayamayan,54,14.1,3,0.24,24.0,0.75,6.1,0.37,0
STU_10434,LGS,8,Geceye Kayan,511,20.9,4,0.56,69.9,0.28,3.1,0.84,0
STU_10435,YKS_TYT_AYT,12,Telefonla Dağılan,733,23.9,11,0.56,72.0,0.4,2.9,0.52,1
STU_10436,LGS,8,Yarıda Bırakan,229,16.1,2,0.22,57.6,0.26,6.0,0.25,1
STU_10437,YKS_TYT_AYT,12,Kaygıyla Erteleyen,219,31.6,2,0.94,80.4,0.53,9.1,0.36,0
STU_10438,YKS_TYT_AYT,11,Telefonla Dağılan,538,16.7,6,0.65,83.3,0.33,4.9,0.43,1
STU_10439,LGS,8,Yarıda Bırakan,161,19.2,2,0.65,49.5,0.71,5.2,0.43,0
STU_10440,LGS,8,Kaygıyla Erteleyen,301,27.5,2,0.72,71.0,0.84,10.0,0.52,0
STU_10441,YKS_TYT_AYT,12,Kaygıyla Erteleyen,358,29.5,3,0.64,67.3,0.78,9.4,0.36,0
STU_10442,LGS,8,Telefonla Dağılan,409,19.5,10,0.47,74.2,0.39,3.7,0.7,0
STU_10443,LGS,8,Başlayamayan,117,15.5,1,0.14,41.9,0.9,7.9,0.48,1
STU_10444,YKS_TYT_AYT,12,Telefonla Dağılan,768,29.1,8,0.58,60.0,0.34,5.0,0.37,1
STU_10445,YKS_TYT_AYT,11,Kaygıyla Erteleyen,357,20.6,2,0.85,62.7,0.68,8.6,0.27,1
STU_10446,YKS_TYT_AYT,Mezun,Başlayamayan,76,20.4,2,0.41,66.1,0.75,5.5,0.23,1
STU_10447,YKS_TYT_AYT,12,Yarıda Bırakan,281,17.1,2,0.39,29.8,0.53,4.0,0.19,0
STU_10448,LGS,8,Geceye Kayan,560,41.7,5,0.62,75.8,0.68,7.7,0.98,1
STU_10449,LGS,8,Başlayamayan,66,10.8,1,0.25,46.0,0.97,6.1,0.19,0
STU_10450,YKS_TYT_AYT,12,Kaygıyla Erteleyen,230,33.7,2,0.95,74.5,0.96,8.1,0.01,0
STU_10451,YKS_TYT_AYT,12,Telefonla Dağılan,607,18.8,7,0.63,66.8,0.33,5.1,0.65,1
STU_10452,YKS_TYT_AYT,12,Yarıda Bırakan,360,22.6,4,0.29,44.7,0.23,6.0,0.26,0
STU_10453,YKS_TYT_AYT,Mezun,Başlayamayan,194,3.7,5,0.12,58.0,0.86,7.6,0.59,0
STU_10454,LGS,8,Kaygıyla Erteleyen,235,41.5,3,0.51,75.3,0.36,9.9,0.21,0
STU_10455,YKS_TYT_AYT,Mezun,Yarıda Bırakan,224,22.5,1,0.55,50.1,0.42,2.9,0.31,0
STU_10456,LGS,8,Telefonla Dağılan,438,24.3,7,0.59,62.0,0.39,2.9,0.47,0
STU_10457,YKS_TYT_AYT,12,Telefonla Dağılan,426,17.8,5,0.75,64.8,0.51,4.9,0.13,0
STU_10458,LGS,8,Telefonla Dağılan,471,20.1,11,0.34,65.4,0.47,4.4,0.34,0
STU_10459,LGS,8,Geceye Kayan,615,49.6,4,0.41,72.5,0.09,7.9,0.86,1
STU_10460,LGS,8,Telefonla Dağılan,326,30.7,8,0.56,54.1,0.45,4.8,0.26,0
STU_10461,YKS_TYT_AYT,12,Yarıda Bırakan,301,13.7,2,0.61,40.2,0.39,3.9,0.03,1
STU_10462,YKS_TYT_AYT,12,Geceye Kayan,579,36.6,4,0.73,63.6,0.28,3.9,0.42,0
STU_10463,YKS_TYT_AYT,12,Telefonla Dağılan,278,16.7,8,0.63,70.9,0.64,2.8,0.42,0
STU_10464,YKS_TYT_AYT,Mezun,Yarıda Bırakan,318,11.9,3,0.31,55.7,0.41,3.6,0.09,1
STU_10465,LGS,8,Başlayamayan,73,9.0,0,0.42,48.7,0.72,9.0,0.38,0
STU_10466,LGS,8,Kaygıyla Erteleyen,344,23.0,2,0.69,51.4,0.61,7.4,0.3,0
STU_10467,YKS_TYT_AYT,11,Yarıda Bırakan,302,19.4,2,0.21,48.8,0.27,5.1,0.27,0
STU_10468,LGS,8,Telefonla Dağılan,670,37.8,3,0.42,48.3,0.4,5.6,0.44,0
STU_10469,YKS_TYT_AYT,12,Telefonla Dağılan,458,15.4,6,0.55,44.1,0.13,5.4,0.37,0
STU_10470,LGS,8,Başlayamayan,73,10.8,1,0.26,40.8,0.87,6.5,0.2,1
STU_10471,YKS_TYT_AYT,Mezun,Telefonla Dağılan,340,24.2,5,0.76,71.0,0.51,5.0,0.52,0
STU_10472,LGS,8,Başlayamayan,109,10.3,0,0.39,43.7,0.53,7.2,0.67,1
STU_10473,YKS_TYT_AYT,11,Yarıda Bırakan,208,15.9,2,0.59,53.2,0.2,6.3,0.18,0
STU_10474,YKS_TYT_AYT,12,Telefonla Dağılan,651,30.8,6,0.36,65.5,0.37,5.9,0.35,0
STU_10475,YKS_TYT_AYT,Mezun,Yarıda Bırakan,263,18.3,2,0.41,76.2,0.57,5.2,0.28,0
STU_10476,LGS,8,Telefonla Dağılan,477,18.2,8,0.24,54.3,0.42,3.0,0.62,0
STU_10477,YKS_TYT_AYT,11,Kaygıyla Erteleyen,236,31.3,0,0.77,81.4,0.55,9.4,0.15,0
STU_10478,YKS_TYT_AYT,11,Kaygıyla Erteleyen,317,22.4,0,0.52,69.9,0.64,8.2,0.44,1
STU_10479,YKS_TYT_AYT,12,Başlayamayan,97,13.7,0,0.37,41.3,0.43,8.4,0.3,1
STU_10480,YKS_TYT_AYT,11,Başlayamayan,116,11.2,2,0.34,68.7,0.28,6.8,0.48,0
